Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
PENROSE,"1,586,000","1,054.87","1,503",27-Sep-20,28 SIMS DRIVE #10-25,New Sale,Strata,98,"16,184",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,574,000","1,054.87","1,492",27-Sep-20,28 SIMS DRIVE #08-25,New Sale,Strata,98,"16,061",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,601,000","1,044.11","1,533",27-Sep-20,28 SIMS DRIVE #12-26,New Sale,Strata,97,"16,505",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,560,000","1,044.11","1,494",27-Sep-20,28 SIMS DRIVE #05-26,New Sale,Strata,97,"16,082",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,566,000","1,044.11","1,500",27-Sep-20,28 SIMS DRIVE #06-26,New Sale,Strata,97,"16,144",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387399,14,38,Central Region,Geylang
PENROSE,"1,484,000","1,044.11","1,421",27-Sep-20,28 SIMS DRIVE #02-26,New Sale,Strata,97,"15,299",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,589,000","1,044.11","1,522",27-Sep-20,28 SIMS DRIVE #10-26,New Sale,Strata,97,"16,381",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,554,000","1,044.11","1,488",27-Sep-20,28 SIMS DRIVE #04-26,New Sale,Strata,97,"16,021",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,612,000","1,044.11","1,544",27-Sep-20,28 SIMS DRIVE #14-26,New Sale,Strata,97,"16,619",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,577,000","1,044.11","1,510",27-Sep-20,28 SIMS DRIVE #08-26,New Sale,Strata,97,"16,258",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387399,14,38,Central Region,Geylang
PENROSE,"1,572,000","1,044.11","1,506",27-Sep-20,28 SIMS DRIVE #07-26,New Sale,Strata,97,"16,206",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,490,000","1,044.11","1,427",27-Sep-20,28 SIMS DRIVE #03-26,New Sale,Strata,97,"15,361",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,636,000","1,044.11","1,567",27-Sep-20,28 SIMS DRIVE #18-26,New Sale,Strata,97,"16,866",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,595,000","1,044.11","1,528",27-Sep-20,28 SIMS DRIVE #11-26,New Sale,Strata,97,"16,443",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,583,000","1,044.11","1,516",27-Sep-20,28 SIMS DRIVE #09-26,New Sale,Strata,97,"16,320",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"1,607,000","1,044.11","1,539",27-Sep-20,28 SIMS DRIVE #13-26,New Sale,Strata,97,"16,567",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,618,000","1,044.11","1,550",27-Sep-20,28 SIMS DRIVE #15-26,New Sale,Strata,97,"16,680",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387399,14,38,Central Region,Geylang
PENROSE,"2,225,000","1,399.32","1,590",27-Sep-20,28 SIMS DRIVE #06-27,New Sale,Strata,130,"17,115",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387399,14,38,Central Region,Geylang
PENROSE,"1,005,000",645.84,"1,556",27-Sep-20,30 SIMS DRIVE #11-28,New Sale,Strata,60,"16,750",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,009,000",645.84,"1,562",27-Sep-20,30 SIMS DRIVE #12-28,New Sale,Strata,60,"16,817",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"997,200",645.84,"1,544",27-Sep-20,30 SIMS DRIVE #17-28,New Sale,Strata,60,"16,620",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"989,000",645.84,"1,531",27-Sep-20,30 SIMS DRIVE #07-28,New Sale,Strata,60,"16,483",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,020,000",645.84,"1,579",27-Sep-20,30 SIMS DRIVE #15-28,New Sale,Strata,60,"17,000",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"993,000",645.84,"1,538",27-Sep-20,30 SIMS DRIVE #08-28,New Sale,Strata,60,"16,550",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,412,000",936.47,"1,508",27-Sep-20,30 SIMS DRIVE #07-29,New Sale,Strata,87,"16,230",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,369,000",936.47,"1,462",27-Sep-20,30 SIMS DRIVE #03-29,New Sale,Strata,87,"15,736",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,446,000",936.47,"1,544",27-Sep-20,30 SIMS DRIVE #13-29,New Sale,Strata,87,"16,621",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,470,000",936.47,"1,570",27-Sep-20,30 SIMS DRIVE #17-29,New Sale,Strata,87,"16,897",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,417,000",936.47,"1,513",27-Sep-20,30 SIMS DRIVE #08-29,New Sale,Strata,87,"16,287",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,576,000",979.52,"1,609",27-Sep-20,30 SIMS DRIVE #08-30,New Sale,Strata,91,"17,319",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,208,000",710.42,"1,700",27-Sep-20,30 SIMS DRIVE #13-31,New Sale,Strata,66,"18,303",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,173,000",710.42,"1,651",27-Sep-20,30 SIMS DRIVE #04-31,New Sale,Strata,66,"17,773",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,200,000",710.42,"1,689",27-Sep-20,30 SIMS DRIVE #11-31,New Sale,Strata,66,"18,182",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,165,000",710.42,"1,640",27-Sep-20,30 SIMS DRIVE #02-31,New Sale,Strata,66,"17,652",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,177,000",710.42,"1,657",27-Sep-20,30 SIMS DRIVE #05-31,New Sale,Strata,66,"17,833",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,212,000",710.42,"1,706",27-Sep-20,30 SIMS DRIVE #14-31,New Sale,Strata,66,"18,364",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,185,000",710.42,"1,668",27-Sep-20,30 SIMS DRIVE #07-31,New Sale,Strata,66,"17,955",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,181,000",710.42,"1,662",27-Sep-20,30 SIMS DRIVE #06-31,New Sale,Strata,66,"17,894",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,227,000",710.42,"1,727",27-Sep-20,30 SIMS DRIVE #18-32,New Sale,Strata,66,"18,591",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"879,000",516.67,"1,701",27-Sep-20,30 SIMS DRIVE #01-32,New Sale,Strata,48,"18,313",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,208,000",710.42,"1,700",27-Sep-20,30 SIMS DRIVE #13-32,New Sale,Strata,66,"18,303",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,185,000",710.42,"1,668",27-Sep-20,30 SIMS DRIVE #07-32,New Sale,Strata,66,"17,955",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,177,000",710.42,"1,657",27-Sep-20,30 SIMS DRIVE #05-32,New Sale,Strata,66,"17,833",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,223,000",710.42,"1,722",27-Sep-20,30 SIMS DRIVE #17-32,New Sale,Strata,66,"18,530",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,216,000",710.42,"1,712",27-Sep-20,30 SIMS DRIVE #15-32,New Sale,Strata,66,"18,424",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,574,000",968.76,"1,625",27-Sep-20,30 SIMS DRIVE #05-33,New Sale,Strata,90,"17,489",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,579,000",968.76,"1,630",27-Sep-20,30 SIMS DRIVE #06-33,New Sale,Strata,90,"17,544",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,597,000",968.76,"1,648",27-Sep-20,30 SIMS DRIVE #09-33,New Sale,Strata,90,"17,744",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,574,000","1,065.64","1,477",27-Sep-20,30 SIMS DRIVE #05-34,New Sale,Strata,99,"15,899",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,628,000","1,065.64","1,528",27-Sep-20,30 SIMS DRIVE #11-34,New Sale,Strata,99,"16,444",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,562,000","1,065.64","1,466",27-Sep-20,30 SIMS DRIVE #03-34,New Sale,Strata,99,"15,778",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,634,000","1,065.64","1,533",27-Sep-20,30 SIMS DRIVE #12-34,New Sale,Strata,99,"16,505",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,579,000","1,065.64","1,482",27-Sep-20,30 SIMS DRIVE #06-34,New Sale,Strata,99,"15,949",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,605,000","1,065.64","1,506",27-Sep-20,30 SIMS DRIVE #07-34,New Sale,Strata,99,"16,212",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,645,000","1,065.64","1,544",27-Sep-20,30 SIMS DRIVE #14-34,New Sale,Strata,99,"16,616",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,663,000","1,065.64","1,561",27-Sep-20,30 SIMS DRIVE #17-34,New Sale,Strata,99,"16,798",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,616,000","1,065.64","1,516",27-Sep-20,30 SIMS DRIVE #09-34,New Sale,Strata,99,"16,323",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,640,000","1,065.64","1,539",27-Sep-20,30 SIMS DRIVE #13-34,New Sale,Strata,99,"16,566",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,568,000","1,065.64","1,471",27-Sep-20,30 SIMS DRIVE #04-34,New Sale,Strata,99,"15,838",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,610,000","1,065.64","1,511",27-Sep-20,30 SIMS DRIVE #08-34,New Sale,Strata,99,"16,263",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,622,000","1,065.64","1,522",27-Sep-20,30 SIMS DRIVE #10-34,New Sale,Strata,99,"16,384",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,182,000",699.66,"1,689",27-Sep-20,30 SIMS DRIVE #16-35,New Sale,Strata,65,"18,185",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,Private,387400,14,38,Central Region,Geylang
PENROSE,"1,186,000",699.66,"1,695",27-Sep-20,30 SIMS DRIVE #17-35,New Sale,Strata,65,"18,246",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,129,000",699.66,"1,614",27-Sep-20,30 SIMS DRIVE #06-35,New Sale,Strata,65,"17,369",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
PENROSE,"1,125,000",699.66,"1,608",27-Sep-20,30 SIMS DRIVE #05-35,New Sale,Strata,65,"17,308",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387400,14,38,Central Region,Geylang
PENROSE,"1,171,000",699.66,"1,674",27-Sep-20,30 SIMS DRIVE #13-35,New Sale,Strata,65,"18,015",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,HDB,387400,14,38,Central Region,Geylang
RIVIERE,"1,535,960",559.73,"2,744",27-Sep-20,1 JIAK KIM STREET #06-03,New Sale,Strata,52,"29,538",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169423,3,16,Central Region,Singapore River
AFFINITY AT SERANGOON,"1,727,000","1,259.39","1,371",27-Sep-20,24 SERANGOON NORTH AVENUE 1 #14-37,New Sale,Strata,117,"14,761",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554339,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,294,000",850.36,"1,522",27-Sep-20,30 SERANGOON NORTH AVENUE 1 #03-75,New Sale,Strata,79,"16,380",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554342,19,55,North East Region,Serangoon
TEDGE,"1,637,600",947.23,"1,729",27-Sep-20,328 CHANGI ROAD #03-09,New Sale,Strata,88,"18,609",-,Apartment,1,Freehold,Uncompleted,HDB,419803,14,41,East Region,Bedok
AFFINITY AT SERANGOON,"1,641,000","1,076.40","1,525",27-Sep-20,24 SERANGOON NORTH AVENUE 1 #08-32,New Sale,Strata,100,"16,410",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554339,19,55,North East Region,Serangoon
SIGNATURE PARK,"2,000,000","1,420.85","1,408",27-Sep-20,46A TOH TUCK ROAD #07-01,Resale,Strata,132,"15,152",-,Condominium,1,Freehold,1998,Private,596738,21,59,Central Region,Bukit Timah
PAVILION 11,"2,350,000","1,485.43","1,582",28-Sep-20,25 AKYAB ROAD #15-07,Resale,Strata,138,"17,029",-,Condominium,1,Freehold,2009,Private,309979,11,30,Central Region,Novena
ONE AMBER,"2,950,000","1,700.71","1,735",28-Sep-20,7 AMBER GARDENS #21-18,Resale,Strata,158,"18,671",-,Condominium,1,Freehold,2010,Private,439974,15,43,Central Region,Marine Parade
THE PANORAMA,"1,538,000","1,001.05","1,536",28-Sep-20,16 ANG MO KIO AVENUE 2 #07-25,Resale,Strata,93,"16,538",-,Condominium,1,99 yrs from 08/04/2013,2017,Private,567699,20,56,North East Region,Ang Mo Kio
ARCHIPELAGO,"1,440,000","1,184.04","1,216",28-Sep-20,511 BEDOK RESERVOIR ROAD #04-44,Resale,Strata,110,"13,091",-,Condominium,1,99 yrs from 01/06/2011,2015,HDB,479272,16,47,East Region,Bedok
WATERFRONT ISLE,"1,030,000",914.94,"1,126",28-Sep-20,732 BEDOK RESERVOIR ROAD #05-09,Resale,Strata,85,"12,118",-,Condominium,1,99 yrs from 26/11/2009,2015,HDB,479262,16,47,East Region,Bedok
CLOVER BY THE PARK,"1,720,000","1,291.68","1,332",28-Sep-20,2 BISHAN STREET 25 #16-07,Resale,Strata,120,"14,333",-,Condominium,1,99 yrs from 10/09/2007,2011,HDB,573973,20,57,Central Region,Bishan
REGENT HEIGHTS,"865,000","1,162.51",744,28-Sep-20,52 BUKIT BATOK EAST AVENUE 5 #21-06,Resale,Strata,108,"8,009",-,Condominium,1,99 yrs from 07/11/1995,1999,Private,659802,23,65,West Region,Bukit Batok
1 CANBERRA,"1,100,000","1,539.25",715,28-Sep-20,11 CANBERRA DRIVE #01-21,Resale,Strata,143,"7,692",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768071,27,76,North Region,Yishun
1 CANBERRA,"980,000","1,044.11",939,28-Sep-20,13 CANBERRA DRIVE #10-28,Resale,Strata,97,"10,103",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768072,27,76,North Region,Yishun
1 CANBERRA,"960,000","1,054.87",910,28-Sep-20,5 CANBERRA DRIVE #12-09,Resale,Strata,98,"9,796",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,HDB,768103,27,76,North Region,Yishun
CANBERRA RESIDENCES,"821,000",904.18,908,28-Sep-20,501 CANBERRA DRIVE #04-05,Resale,Strata,84,"9,774",-,Condominium,1,99 yrs from 08/09/2010,2013,HDB,768124,27,76,North Region,Sembawang
BRADDELL HEIGHTS ESTATE,"8,250,000","5,300.19","1,557",28-Sep-20,26 CHILTERN DRIVE,Resale,Land,492.4,"16,755",-,Detached House,1,Freehold,2013,Private,359745,13,35,North East Region,Serangoon
REGENT GROVE,"780,000","1,173.28",665,28-Sep-20,52 CHOA CHU KANG NORTH 7 #08-29,Resale,Strata,109,"7,156",-,Condominium,1,99 yrs from 17/05/1997,2000,HDB,689528,23,68,West Region,Choa Chu Kang
6 DERBYSHIRE,"936,000",516.67,"1,812",28-Sep-20,6 DERBYSHIRE ROAD #14-04,Resale,Strata,48,"19,500",-,Condominium,1,Freehold,2017,Private,309462,11,30,Central Region,Novena
EDELWEISS PARK CONDOMINIUM,"1,025,000","1,280.92",800,28-Sep-20,86 FLORA ROAD #03-20,Resale,Strata,119,"8,613",-,Condominium,1,Freehold,2006,Private,507002,17,50,East Region,Pasir Ris
GOLDENHILL VILLAS,"3,100,000","1,614.60","1,920",28-Sep-20,21 GOLDEN WALK,Resale,Land,150,"20,667",-,Terrace House,1,Freehold,2004,Private,554687,19,55,North East Region,Serangoon
KINGSFORD . HILLVIEW PEAK,"1,120,000",828.83,"1,351",28-Sep-20,101 HILLVIEW RISE #13-03,Resale,Strata,77,"14,545",-,Condominium,1,99 yrs from 04/06/2012,2017,Private,667981,23,66,West Region,Bukit Batok
THE FLORIDA,"1,000,000","1,388.56",720,28-Sep-20,76 HOUGANG AVENUE 7 #10-23,Resale,Strata,129,"7,752",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,538807,19,53,North East Region,Hougang
SUMMERHILL,"2,050,000","1,603.84","1,278",28-Sep-20,50 HUME AVENUE #02-09,Resale,Strata,149,"13,758",-,Condominium,1,Freehold,2002,HDB,596229,21,59,West Region,Bukit Batok
N.A.,"4,200,000","3,056.98","1,374",28-Sep-20,12A JALAN ISHAK,Resale,Land,284,"14,789",-,Terrace House,1,Freehold,1984,Private,419340,14,41,East Region,Bedok
EUPHONY GARDENS,"696,000",947.23,735,28-Sep-20,5 JALAN MATA AYER #04-25,Resale,Strata,88,"7,909",-,Condominium,1,99 yrs from 25/02/1998,2001,HDB,759151,27,75,North Region,Mandai
THE TENERIFFE,"2,448,000","3,412.19",717,28-Sep-20,134 LAUREL WOOD AVENUE,Resale,Strata,317,"7,722",-,Terrace House,1,99 yrs from 07/09/1996,2003,Private,275850,10,27,Central Region,Bukit Timah
N.A.,"5,560,000","3,728.65","1,491",28-Sep-20,11 LORNIE WALK,Resale,Land,346.4,"16,051",-,Semi-Detached House,1,Freehold,1993,Private,298666,11,29,Central Region,Novena
THE WATERINA,"1,566,000","1,205.57","1,299",28-Sep-20,53 LORONG 40 GEYLANG #07-09,Resale,Strata,112,"13,982",-,Apartment,1,Freehold,2005,Private,398077,14,39,Central Region,Geylang
THOMSON IMPRESSIONS,"1,590,000","1,054.87","1,507",28-Sep-20,3 LORONG PUNTONG #05-15,Resale,Strata,98,"16,224",-,Apartment,1,99 yrs from 12/01/2015,2018,Private,576444,20,57,Central Region,Bishan
MACKENZIE REGENCY,"1,380,000","1,087.16","1,269",28-Sep-20,33 MACKENZIE ROAD #04-01,Resale,Strata,101,"13,663",-,Apartment,1,Freehold,2007,Private,228686,9,22,Central Region,Rochor
RIVIERA 38,"945,000",742.72,"1,272",28-Sep-20,38 MAR THOMA ROAD #14-03,Resale,Strata,69,"13,696",-,Apartment,1,999 yrs from 02/06/1882,2014,Private,328712,12,32,Central Region,Kallang
SAGE,"10,000,000","3,498.30","2,859",28-Sep-20,11A NASSIM ROAD #01-03,Resale,Strata,325,"30,769",-,Condominium,1,Freehold,2012,Private,258379,10,25,Central Region,Tanglin
PARC CENTROS,"1,320,000","1,140.98","1,157",28-Sep-20,86 PUNGGOL CENTRAL #12-14,Resale,Strata,106,"12,453",-,Condominium,1,99 yrs from 19/03/2012,2016,HDB,828720,19,82,North East Region,Punggol
TWIN WATERFALLS,"938,000",914.94,"1,025",28-Sep-20,112 PUNGGOL WALK #09-25,Resale,Strata,85,"11,035",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828766,19,82,North East Region,Punggol
COSTA RHU,"3,080,000","2,088.22","1,475",28-Sep-20,5 RHU CROSS #02-10,Resale,Strata,194,"15,876",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437434,15,43,Central Region,Kallang
2 RVG,"1,268,000",688.9,"1,841",28-Sep-20,2 RIVER VALLEY GROVE #10-03,Resale,Strata,64,"19,813",-,Apartment,1,Freehold,2006,Private,238405,9,23,Central Region,River Valley
N.A.,"5,808,888","3,746.95","1,550",28-Sep-20,121C SENNETT AVENUE,Resale,Land,348.1,"16,687",-,Semi-Detached House,1,Freehold,1986,Private,467123,16,46,East Region,Bedok
QUEENSBERRY LODGE,"888,000",613.55,"1,447",28-Sep-20,11 SHANGHAI ROAD #03-02,Resale,Strata,57,"15,579",-,Apartment,1,Freehold,2002,HDB,248185,10,24,Central Region,Tanglin
FRANKEL ESTATE,"10,000,000","5,999.85","1,667",28-Sep-20,22 SIGLAP HILL,Resale,Land,557.4,"17,940",-,Detached House,1,Freehold,1957,Private,456077,15,45,East Region,Bedok
SOLEIL @ SINARAN,"1,800,000",958,"1,879",28-Sep-20,2 SINARAN DRIVE #30-01,Resale,Strata,89,"20,225",-,Condominium,1,99 yrs from 23/10/2006,2011,Private,307467,11,30,Central Region,Novena
DALLA VALE,"2,115,000","3,562.88",594,28-Sep-20,206 SPRINGLEAF AVENUE,Resale,Strata,331,"6,390",-,Semi-Detached House,1,Freehold,2008,Private,786327,26,78,North Region,Yishun
8 SAINT THOMAS,"3,750,000","1,302.44","2,879",28-Sep-20,10 ST. THOMAS WALK #30-09,Resale,Strata,121,"30,992",-,Condominium,1,Freehold,2018,Private,238102,9,23,Central Region,River Valley
8 SAINT THOMAS,"2,620,000","1,044.11","2,509",28-Sep-20,8 ST. THOMAS WALK #02-01,Resale,Strata,97,"27,010",-,Condominium,1,Freehold,2018,Private,238146,9,23,Central Region,River Valley
CAMELOT BY-THE-WATER,"5,088,000","3,035.45","1,676",28-Sep-20,112 TANJONG RHU ROAD #06-02,Resale,Strata,282,"18,043",-,Condominium,1,99 yrs from 07/06/1996,2000,Private,436929,15,43,Central Region,Kallang
TEMBELING CENTRE,"1,950,000","2,045.16",953,28-Sep-20,252 TEMBELING ROAD #03-01,Resale,Strata,190,"10,263",-,Apartment,1,Freehold,1985,Private,423731,15,42,Central Region,Marine Parade
TERRASSE,"1,300,000","1,151.75","1,129",28-Sep-20,31 TERRASSE LANE #04-60,Resale,Strata,107,"12,150",-,Condominium,1,99 yrs from 23/08/2010,2014,HDB,544779,19,54,North East Region,Hougang
EASTERN LAGOON,"850,000",753.48,"1,128",28-Sep-20,214 UPPER EAST COAST ROAD #04-02,Resale,Strata,70,"12,143",-,Condominium,1,Freehold,1985,HDB,466402,16,46,East Region,Bedok
SEASIDE RESIDENCES,"2,123,800","1,259.39","1,686",28-Sep-20,18 SIGLAP LINK #03-29,New Sale,Strata,117,"18,152",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,Private,448873,15,44,East Region,Bedok
STIRLING RESIDENCES,"1,297,000",656.6,"1,975",28-Sep-20,21 STIRLING ROAD #35-06,New Sale,Strata,61,"21,262",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148960,3,14,Central Region,Queenstown
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",28-Sep-20,15 BIDADARI PARK DRIVE #10-07,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367805,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",28-Sep-20,17 BIDADARI PARK DRIVE #06-12,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367806,13,36,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,"1,307,000",914.94,"1,429",28-Sep-20,53 HOUGANG AVENUE 7 #14-70,New Sale,Strata,85,"15,376",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533819,19,53,North East Region,Hougang
THE GARDEN RESIDENCES,"2,335,600","1,539.25","1,517",28-Sep-20,5 SERANGOON NORTH VIEW #10-27,New Sale,Strata,143,"16,333",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554345,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,598,300",904.18,"1,768",28-Sep-20,9 SERANGOON NORTH VIEW #09-39,New Sale,Strata,84,"19,027",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554347,19,55,North East Region,Serangoon
