Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE JOVELL,"1,274,000","1,033.34","1,233",09-Sep-20,27 FLORA DRIVE #06-56,New Sale,Strata,96,"13,271",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,Private,506764,17,50,East Region,Pasir Ris
UPTOWN @ FARRER,"1,350,000",764.24,"1,766",09-Sep-20,2 PERUMAL ROAD #06-05,New Sale,Strata,71,"19,014",-,Apartment,1,99 yrs from 17/04/2017,Uncompleted,N.A,218773,8,21,Central Region,Kallang
MAYFAIR GARDENS,"1,018,000",516.67,"1,970",09-Sep-20,16 RIFLE RANGE ROAD #01-38,New Sale,Strata,48,"21,208",-,Condominium,1,99 yrs from 26/09/2018,Uncompleted,HDB,588407,21,58,Central Region,Bukit Timah
PARC ESTA,"1,370,000",861.12,"1,591",09-Sep-20,902 SIMS AVENUE #18-10,New Sale,Strata,80,"17,125",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,N.A,408967,14,40,Central Region,Geylang
PIERMONT GRAND,"1,737,450","1,700.71","1,022",09-Sep-20,28 SUMANG WALK #17-16,New Sale,Strata,158,"10,997",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828619,19,82,North East Region,Punggol
REZI 24,"1,103,100",699.66,"1,577",09-Sep-20,39 LORONG 24 GEYLANG #07-04,New Sale,Strata,65,"16,971",-,Apartment,1,Freehold,Uncompleted,N.A,398636,14,39,Central Region,Geylang
REZI 24,"790,800",484.38,"1,633",09-Sep-20,39 LORONG 24 GEYLANG #05-20,New Sale,Strata,45,"17,573",-,Apartment,1,Freehold,Uncompleted,N.A,398636,14,39,Central Region,Geylang
THE HYDE,"1,420,000",495.14,"2,868",09-Sep-20,11 BALMORAL ROAD #05-06,New Sale,Strata,46,"30,870",-,Condominium,1,Freehold,Uncompleted,N.A,259796,10,25,Central Region,Tanglin
THE FLORENCE RESIDENCES,"789,000",484.38,"1,629",09-Sep-20,83 HOUGANG AVENUE 2 #14-18,New Sale,Strata,45,"17,533",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538860,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,013,000",635.08,"1,595",09-Sep-20,95 HOUGANG AVENUE 2 #11-64,New Sale,Strata,59,"17,169",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,533754,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"1,401,000","1,033.34","1,356",09-Sep-20,39 TAMPINES LANE #10-131,New Sale,Strata,96,"14,594",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528466,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,196,000",914.94,"1,307",09-Sep-20,5 TAMPINES LANE #05-19,New Sale,Strata,85,"14,071",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528485,18,52,East Region,Tampines
SENGKANG GRAND RESIDENCES,"1,563,600",936.47,"1,670",09-Sep-20,74 COMPASSVALE BOW #09-15,New Sale,Strata,87,"17,972",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544567,19,54,North East Region,Sengkang
SENGKANG GRAND RESIDENCES,"1,296,000",764.24,"1,696",09-Sep-20,84 COMPASSVALE BOW #04-52,New Sale,Strata,71,"18,254",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544572,19,54,North East Region,Sengkang
PARC KOMO,"1,463,000",968.76,"1,510",09-Sep-20,967 UPPER CHANGI ROAD NORTH #03-38,New Sale,Strata,90,"16,256",-,Apartment,1,Freehold,Uncompleted,Private,507666,17,50,East Region,Pasir Ris
PARC CLEMATIS,"3,998,888","3,831.98","1,044",09-Sep-20,12 JALAN LEMPENG,New Sale,Strata,356,"11,233",-,Detached House,1,99 yrs from 08/08/2019,Uncompleted,Private,128798,5,12,West Region,Clementi
OLA,"1,458,000","1,388.56","1,050",09-Sep-20,78 ANCHORVALE CRESCENT #11-18,New Sale,Strata,129,"11,302",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544603,19,54,North East Region,Sengkang
THE AVENIR,"2,447,400",828.83,"2,953",09-Sep-20,8 RIVER VALLEY CLOSE #10-01,New Sale,Strata,77,"31,784",-,Condominium,1,Freehold,Uncompleted,N.A,238432,9,23,Central Region,River Valley
KOPAR AT NEWTON,"1,232,000",516.67,"2,384",09-Sep-20,6 MAKEWAY AVENUE #09-04,New Sale,Strata,48,"25,667",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,9,22,Central Region,Novena
SUNHAVEN,"1,320,000","1,313.21","1,005",09-Sep-20,781 UPPER CHANGI ROAD EAST #07-26,Resale,Strata,122,"10,820",-,Condominium,1,Freehold,2002,HDB,486069,16,48,East Region,Tampines
FAR HORIZON GARDENS,"930,000","1,291.68",720,09-Sep-20,7 ANG MO KIO AVENUE 9 #01-06,Resale,Strata,120,"7,750",-,Condominium,1,99 yrs from 08/03/1982,1986,HDB,569761,20,56,North East Region,Ang Mo Kio
ARCHIPELAGO,"3,088,000","4,402.48",701,09-Sep-20,565 BEDOK RESERVOIR ROAD,Resale,Strata,409,"7,550",-,Semi-Detached House,1,99 yrs from 01/06/2011,2015,Private,479299,16,47,East Region,Bedok
THE MADEIRA,"980,000","1,248.62",785,09-Sep-20,56 BUKIT BATOK STREET 31 #16-17,Resale,Strata,116,"8,448",-,Condominium,1,99 yrs from 14/08/2000,2003,HDB,659445,23,65,West Region,Bukit Batok
CASHEW VILLAS,"3,750,000","1,937.52","1,935",09-Sep-20,146 CASHEW CRESCENT,Resale,Land,180,"20,833",-,Terrace House,1,999 yrs from 09/01/1883,2013,Private,679854,23,67,West Region,Bukit Panjang
JEWEL @ BUANGKOK,"920,000",731.95,"1,257",09-Sep-20,89 COMPASSVALE BOW #04-30,Resale,Strata,68,"13,529",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544687,19,54,North East Region,Sengkang
ELIAS GREEN,"1,050,000","1,528.49",687,09-Sep-20,3 ELIAS GREEN #09-01,Resale,Strata,142,"7,394",-,Condominium,1,99 yrs from 23/07/1991,1994,Private,519960,18,51,East Region,Pasir Ris
PALM ISLES,"550,000",516.67,"1,065",09-Sep-20,40 FLORA DRIVE #05-61,Resale,Strata,48,"11,458",-,Condominium,1,99 yrs from 14/09/2011,2015,HDB,506866,17,50,East Region,Pasir Ris
SERANGOON GARDEN ESTATE,"3,500,000","2,157.11","1,623",09-Sep-20,99 HUDDINGTON AVENUE,Resale,Land,200.4,"17,465",-,Semi-Detached House,1,999 yrs from 01/01/1954,-,Private,557655,19,55,North East Region,Serangoon
SUMMERHILL,"1,400,000","1,205.57","1,161",09-Sep-20,54 HUME AVENUE #06-07,Resale,Strata,112,"12,500",-,Condominium,1,Freehold,2002,Private,596231,21,59,West Region,Bukit Batok
OASIS GARDEN,"1,168,000",947.23,"1,233",09-Sep-20,51 JALAN BUNGA RAMPAI #12-01,Resale,Strata,88,"13,273",-,Condominium,1,Freehold,2009,Private,538420,19,53,Central Region,Toa Payoh
LIGHTHOUSE,"1,570,000","3,078.50",510,09-Sep-20,161 JALAN LOYANG BESAR #03-02,Resale,Strata,286,"5,490",-,Condominium,1,99 yrs from 08/04/1993,2004,HDB,509408,17,50,East Region,Pasir Ris
NOVENA COURT,"1,050,000",861.12,"1,219",09-Sep-20,16D JALAN NOVENA BARAT,Resale,Strata,80,"13,125",-,Apartment,1,Freehold,-,Private,308610,11,30,Central Region,Novena
PEAKVIEW ESTATE,"4,850,000","3,299.17","1,470",09-Sep-20,19 JALAN PARI KIKIS,Resale,Land,306.5,"15,824",-,Semi-Detached House,1,Freehold,-,Private,488548,16,48,East Region,Bedok
THE ARTE,"2,500,000","1,872.94","1,335",09-Sep-20,21 JALAN RAJA UDANG #07-01,Resale,Strata,174,"14,368",-,Condominium,1,Freehold,2010,Private,329215,12,32,Central Region,Novena
ONE JERVOIS,"1,828,000","1,065.64","1,715",09-Sep-20,9 JERVOIS CLOSE #05-19,Resale,Strata,99,"18,465",-,Condominium,1,Freehold,2009,Private,249105,10,24,Central Region,Tanglin
JOO CHIAT MANSIONS,"1,380,000","1,237.86","1,115",09-Sep-20,185 JOO CHIAT PLACE #03-03,Resale,Strata,115,"12,000",-,Apartment,1,Freehold,1986,Private,427897,15,42,Central Region,Geylang
THE LAKESHORE,"938,000",925.7,"1,013",09-Sep-20,33 JURONG WEST STREET 41 #15-57,Resale,Strata,86,"10,907",-,Condominium,1,99 yrs from 22/11/2002,2007,Private,649413,22,64,West Region,Jurong West
KALLANG RIVERSIDE,"2,200,000","1,033.34","2,129",09-Sep-20,51 KAMPONG BUGIS #16-05,Resale,Strata,96,"22,917",-,Apartment,1,Freehold,2018,HDB,338986,12,33,Central Region,Kallang
N.A.,"8,880,000","5,658.63","1,569",09-Sep-20,73 KHEAM HOCK ROAD,Resale,Land,525.7,"16,892",-,Detached House,1,Freehold,1997,Private,298833,11,29,Central Region,Novena
N.A.,"4,500,000","2,309.95","1,948",09-Sep-20,16 KING'S ROAD,Resale,Land,214.6,"20,969",-,Terrace House,1,Freehold,1990,Private,268066,10,26,Central Region,Bukit Timah
SUMMERLEA GREEN,"2,220,000","1,754.53","1,265",09-Sep-20,29 KISMIS GREEN,Resale,Land,163,"13,620",-,Terrace House,1,99 yrs from 26/08/1995,1998,Private,596261,21,59,Central Region,Bukit Timah
KOVAN RESIDENCES,"2,120,000","1,765.30","1,201",09-Sep-20,5A KOVAN ROAD #13-23,Resale,Strata,164,"12,927",-,Condominium,1,99 yrs from 31/12/2007,2011,HDB,544895,19,54,North East Region,Hougang
VIENTO,"566,000",452.09,"1,252",09-Sep-20,29 LORONG 30 GEYLANG #07-05,Resale,Strata,42,"13,476",-,Apartment,1,Freehold,-,HDB,398362,14,39,Central Region,Geylang
8 @ MOUNT SOPHIA,"2,000,000","1,453.14","1,376",09-Sep-20,10 MOUNT SOPHIA #04-35,Resale,Strata,135,"14,815",-,Condominium,1,103 yrs from 28/11/2002,2007,Private,228459,9,22,Central Region,Rochor
THE OCEANFRONT @ SENTOSA COVE,"3,450,000","2,077.45","1,661",09-Sep-20,289 OCEAN DRIVE #10-12,Resale,Strata,193,"17,876",-,Condominium,1,99 yrs from 10/08/2005,2010,Private,98531,4,9,Central Region,Southern Islands
VILLAGE @ PASIR PANJANG,"2,150,000","2,023.63","1,062",09-Sep-20,463 PASIR PANJANG ROAD #05-04,Resale,Strata,188,"11,436",-,Condominium,1,Freehold,2016,HDB,118797,5,11,Central Region,Queenstown
ECOPOLITAN,"1,330,000","1,367.03",973,09-Sep-20,128 PUNGGOL WALK #04-11,Resale,Strata,127,"10,472",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828775,19,82,North East Region,Punggol
ECOPOLITAN,"1,250,000","1,140.98","1,096",09-Sep-20,134 PUNGGOL WALK #08-24,Resale,Strata,106,"11,792",-,Executive Condominium,1,99 yrs from 04/12/2012,2016,HDB,828778,19,82,North East Region,Punggol
THE RIVERVALE,"925,000","1,291.68",716,09-Sep-20,3 RIVERVALE LINK #09-21,Resale,Strata,120,"7,708",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,HDB,545119,19,54,North East Region,Sengkang
BAYVILLE CONDOMINIUM,"1,125,000","1,022.58","1,100",09-Sep-20,42 SOUTH BUONA VISTA ROAD #02-15,Resale,Strata,95,"11,842",-,Condominium,1,Freehold,1996,Private,118166,5,11,Central Region,Queenstown
8 SAINT THOMAS,"3,620,000","1,302.44","2,779",09-Sep-20,10 ST. THOMAS WALK #22-09,Resale,Strata,121,"29,917",-,Condominium,1,Freehold,2018,Private,238102,9,23,Central Region,River Valley
THE TAMPINES TRILLIANT,"1,090,000","1,001.05","1,089",09-Sep-20,23 TAMPINES CENTRAL 7 #08-25,Resale,Strata,93,"11,720",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528609,18,52,East Region,Tampines
ESPADA,"980,000",376.74,"2,601",09-Sep-20,48 ST. THOMAS WALK #31-02,Resale,Strata,35,"28,000",-,Apartment,1,Freehold,2013,HDB,238126,9,23,Central Region,River Valley
TAI HWAN PARK,"3,088,000","1,665.19","1,854",09-Sep-20,40 TAI HWAN DRIVE,Resale,Land,154.7,"19,961",-,Terrace House,1,Freehold,1990,Private,555550,19,55,North East Region,Serangoon
WESTVILLE,"1,380,000","1,649.04",837,09-Sep-20,135 WESTWOOD CRESCENT,Resale,Land,153.2,"9,008",-,Terrace House,1,99 yrs from 01/12/1994,1998,HDB,648502,22,64,West Region,Jurong West
N.A.,"4,318,000","2,510.16","1,720",09-Sep-20,28A WOO MON CHEW ROAD,Resale,Land,233.2,"18,516",-,Semi-Detached House,1,Freehold,2013,Private,455169,15,45,East Region,Bedok
WOODSVALE,"772,888","1,291.68",598,09-Sep-20,5 WOODLANDS DRIVE 72 #11-09,Resale,Strata,120,"6,441",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,738091,25,73,North Region,Woodlands
PARC ROSEWOOD,"510,000",430.56,"1,185",09-Sep-20,89 ROSEWOOD DRIVE #02-87,Resale,Strata,40,"12,750",-,Condominium,1,99 yrs from 07/09/2011,2014,Private,737792,25,73,North Region,Woodlands
THE MINTON,"1,885,000","1,754.53","1,074",09-Sep-20,10B HOUGANG STREET 11 #10-40,Resale,Strata,163,"11,564",-,Condominium,1,99 yrs from 27/07/2007,2013,HDB,534078,19,53,North East Region,Hougang
PARC CENTROS,"1,270,000","1,140.98","1,113",09-Sep-20,80 PUNGGOL CENTRAL #05-02,Resale,Strata,106,"11,981",-,Condominium,1,99 yrs from 19/03/2012,2016,HDB,828762,19,82,North East Region,Punggol
WATERTOWN,"730,000",581.26,"1,256",09-Sep-20,71 PUNGGOL CENTRAL #09-49,Resale,Strata,54,"13,519",-,Apartment,1,99 yrs from 18/05/2011,2017,HDB,828755,19,82,North East Region,Punggol
REGENT HEIGHTS,"818,000","1,162.51",704,09-Sep-20,52 BUKIT BATOK EAST AVENUE 5 #23-06,Resale,Strata,108,"7,574",-,Condominium,1,99 yrs from 07/11/1995,1999,HDB,659802,23,65,West Region,Bukit Batok
E MAISON,"1,330,000",936.47,"1,420",09-Sep-20,30 BRADDELL ROAD #05-11,Resale,Strata,87,"15,287",-,Apartment,1,Freehold,2016,HDB,359946,13,35,North East Region,Serangoon
SHERWOOD CONDOMINIUM,"1,240,000","1,248.62",993,09-Sep-20,169 JALAN JURONG KECHIL #02-13,Resale,Strata,116,"10,690",-,Condominium,1,Freehold,1998,Private,598669,21,59,Central Region,Bukit Timah
D'LEEDON,"1,130,000",635.08,"1,779",09-Sep-20,11 LEEDON HEIGHTS #19-30,Resale,Strata,59,"19,153",-,Condominium,1,99 yrs from 08/04/2010,2014,HDB,267955,10,26,Central Region,Bukit Timah
COCO PALMS,"655,000",624.31,"1,049",09-Sep-20,27 PASIR RIS GROVE #01-54,Resale,Strata,58,"11,293",-,Condominium,1,99 yrs from 07/01/2008,2018,HDB,518073,18,51,East Region,Pasir Ris
SEMBAWANG STRAITS ESTATE,"3,250,000","2,937.50","1,106",09-Sep-20,1104 SEMBAWANG ROAD,Resale,Land,272.9,"11,909",-,Semi-Detached House,1,Freehold,-,Private,758522,27,75,North Region,Sembawang
SAVANNAH CONDOPARK,"1,200,000","1,453.14",826,09-Sep-20,49 SIMEI RISE #06-38,Resale,Strata,135,"8,889",-,Condominium,1,99 yrs from 29/11/2000,2005,HDB,528788,18,52,East Region,Tampines
THE LAKESHORE,"1,220,000","1,184.04","1,030",09-Sep-20,31 JURONG WEST STREET 41 #12-35,Resale,Strata,110,"11,091",-,Condominium,1,99 yrs from 22/11/2002,2007,HDB,649412,22,64,West Region,Jurong West
JUPITER 18,"579,888",387.5,"1,496",09-Sep-20,18 LORONG 102 CHANGI #04-01,Resale,Strata,36,"16,108",-,Apartment,1,Freehold,2014,Private,426608,15,42,Central Region,Geylang
BLU CORAL,"655,000",505.91,"1,295",09-Sep-20,129A LORONG L TELOK KURAU #02-16,Resale,Strata,47,"13,936",-,Condominium,1,Freehold,2009,HDB,425603,15,42,East Region,Bedok
SERANGOON GARDEN ESTATE,"3,080,000","2,702.84","1,140",09-Sep-20,63 HYTHE ROAD,Resale,Land,251.1,"12,266",-,Terrace House,1,999 yrs from 01/01/1955,-,Private,557544,19,55,North East Region,Serangoon
THE SUNNY SPRING,"1,300,000","1,237.86","1,050",09-Sep-20,50 LORONG 40 GEYLANG #01-08,Resale,Strata,115,"11,304",-,Apartment,1,Freehold,1998,HDB,398074,14,39,Central Region,Geylang
THE TAPESTRY,"915,940",602.78,"1,520",10-Sep-20,61 TAMPINES STREET 86 #02-47,New Sale,Strata,56,"16,356",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,HDB,528510,18,52,East Region,Tampines
JADESCAPE,"914,000",527.44,"1,733",10-Sep-20,2 SHUNFU ROAD #11-04,New Sale,Strata,49,"18,653",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575742,20,57,Central Region,Bishan
STIRLING RESIDENCES,"1,432,000",678.13,"2,112",10-Sep-20,23 STIRLING ROAD #28-14,New Sale,Strata,63,"22,730",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,3,14,Central Region,Queenstown
THE WOODLEIGH RESIDENCES,"1,298,000",667.37,"1,945",10-Sep-20,23 BIDADARI PARK DRIVE #12-36,New Sale,Strata,62,"20,935",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367796,13,36,Central Region,Toa Payoh
THE GARDEN RESIDENCES,"1,127,000",688.9,"1,636",10-Sep-20,3 SERANGOON NORTH VIEW #14-17,New Sale,Strata,64,"17,609",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554344,19,55,North East Region,Serangoon
DAINTREE RESIDENCE,"1,896,450","1,076.40","1,762",10-Sep-20,11F TOH TUCK ROAD #05-29,New Sale,Strata,100,"18,965",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596128,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,803,380","1,054.87","1,710",10-Sep-20,11K TOH TUCK ROAD #05-53,New Sale,Strata,98,"18,402",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596132,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,778,500","1,108.69","1,604",10-Sep-20,11K TOH TUCK ROAD #01-53,New Sale,Strata,103,"17,267",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596132,21,59,Central Region,Bukit Timah
ARENA RESIDENCES,"1,701,000",893.41,"1,904",10-Sep-20,20 GUILLEMARD CRESCENT #14-02,New Sale,Strata,83,"20,494",-,Apartment,1,Freehold,Uncompleted,Private,399915,14,39,Central Region,Geylang
DUNEARN 386,"2,374,000",925.7,"2,565",10-Sep-20,386 DUNEARN ROAD #05-06,New Sale,Strata,86,"27,605",-,Apartment,1,Freehold,Uncompleted,Private,289599,11,28,Central Region,Bukit Timah
MAYFAIR MODERN,"1,040,800",505.91,"2,057",10-Sep-20,2 RIFLE RANGE ROAD #04-02,New Sale,Strata,47,"22,145",-,Condominium,1,99 yrs from 18/09/2018,Uncompleted,N.A,588373,21,58,Central Region,Bukit Timah
ONE MEYER,"1,662,000",613.55,"2,709",10-Sep-20,1 MEYER PLACE #15-04,New Sale,Strata,57,"29,158",-,Apartment,1,Freehold,Uncompleted,N.A,437988,15,43,Central Region,Marine Parade
COASTLINE RESIDENCES,"2,130,000",721.19,"2,953",10-Sep-20,9 AMBER ROAD #19-08,New Sale,Strata,67,"31,791",-,Apartment,1,Freehold,Uncompleted,N.A,439854,15,43,Central Region,Marine Parade
THE FLORENCE RESIDENCES,"1,037,000",635.08,"1,633",10-Sep-20,87 HOUGANG AVENUE 2 #12-28,New Sale,Strata,59,"17,576",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538862,19,53,North East Region,Hougang
THE FLORENCE RESIDENCES,"1,059,000",635.08,"1,668",10-Sep-20,91 HOUGANG AVENUE 2 #16-52,New Sale,Strata,59,"17,949",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538864,19,53,North East Region,Hougang
TREASURE AT TAMPINES,"990,000",678.13,"1,460",10-Sep-20,27 TAMPINES LANE #10-90,New Sale,Strata,63,"15,714",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528472,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,988,000","1,722.24","1,154",10-Sep-20,33 TAMPINES LANE #05-107,New Sale,Strata,160,"12,425",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528469,18,52,East Region,Tampines
TREASURE AT TAMPINES,"941,000",678.13,"1,388",10-Sep-20,53 TAMPINES LANE #11-184,New Sale,Strata,63,"14,937",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528459,18,52,East Region,Tampines
TREASURE AT TAMPINES,"944,000",678.13,"1,392",10-Sep-20,57 TAMPINES LANE #07-197,New Sale,Strata,63,"14,984",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528457,18,52,East Region,Tampines
SENGKANG GRAND RESIDENCES,"1,620,000",947.23,"1,710",10-Sep-20,86 COMPASSVALE BOW #10-65,New Sale,Strata,88,"18,409",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544573,19,54,North East Region,Sengkang
SENGKANG GRAND RESIDENCES,"849,600",473.62,"1,794",10-Sep-20,88 COMPASSVALE BOW #08-75,New Sale,Strata,44,"19,309",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,HDB,544574,19,54,North East Region,Sengkang
PARC CLEMATIS,"1,832,500","1,259.39","1,455",10-Sep-20,8C JALAN LEMPENG #24-39,New Sale,Strata,117,"15,662",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,5,12,West Region,Clementi
PARC CLEMATIS,"2,165,000","1,474.67","1,468",10-Sep-20,8D JALAN LEMPENG #24-46,New Sale,Strata,137,"15,803",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128826,5,12,West Region,Clementi
AVENUE SOUTH RESIDENCE,"1,386,000",656.6,"2,111",10-Sep-20,13 SILAT AVENUE #31-45,New Sale,Strata,61,"22,721",-,Apartment,1,99 yrs from 14/08/2018,Uncompleted,HDB,168878,3,16,Central Region,Bukit Merah
FORETT AT BUKIT TIMAH,"873,000",473.62,"1,843",10-Sep-20,34B TOH TUCK ROAD #02-47,New Sale,Strata,44,"19,841",-,Apartment,1,Freehold,Uncompleted,N.A,596113,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"882,000",473.62,"1,862",10-Sep-20,34B TOH TUCK ROAD #01-47,New Sale,Strata,44,"20,045",-,Apartment,1,Freehold,Uncompleted,HDB,596113,21,59,Central Region,Bukit Timah
KOPAR AT NEWTON,"1,249,000",516.67,"2,417",10-Sep-20,8 MAKEWAY AVENUE #04-14,New Sale,Strata,48,"26,021",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228607,9,22,Central Region,Novena
SUITES @ PAYA LEBAR,"588,000",409.03,"1,438",10-Sep-20,420 UPPER PAYA LEBAR ROAD #05-17,Resale,Strata,38,"15,474",-,Apartment,1,Freehold,2013,Private,534049,19,53,North East Region,Hougang
N.A.,"4,150,000","1,764.22","2,352",10-Sep-20,24 WATTEN CLOSE,Resale,Land,163.9,"25,320",-,Terrace House,1,Freehold,-,Private,287746,11,28,Central Region,Bukit Timah
FRANKEL ESTATE,"3,128,000","1,726.55","1,812",10-Sep-20,15 WILTON GARDENS,Resale,Land,160.4,"19,501",-,Terrace House,1,Freehold,1997,Private,455182,15,45,East Region,Bedok
NOUVEL 18,"5,291,000","1,765.30","2,997",10-Sep-20,16 ANDERSON ROAD #08-01,Resale,Strata,164,"32,262",-,Condominium,1,Freehold,2014,Private,259987,10,25,Central Region,Newton
SCENIC HEIGHTS,"1,440,088","1,259.39","1,143",10-Sep-20,245 BALESTIER ROAD #10-01,Resale,Strata,117,"12,308",-,Apartment,1,Freehold,2005,Private,329929,12,32,Central Region,Novena
CLOVER BY THE PARK,"1,730,000","1,291.68","1,339",10-Sep-20,2 BISHAN STREET 25 #25-07,Resale,Strata,120,"14,417",-,Condominium,1,99 yrs from 10/09/2007,2011,HDB,573973,20,57,Central Region,Bishan
HILLVIEW REGENCY,"810,000",904.18,896,10-Sep-20,26 BUKIT BATOK EAST AVENUE 2 #08-06,Resale,Strata,84,"9,643",-,Condominium,1,99 yrs from 20/06/2000,2005,HDB,659920,23,65,West Region,Bukit Batok
LE QUEST,"758,000",495.14,"1,531",10-Sep-20,10 BUKIT BATOK STREET 41 #12-34,Sub Sale,Strata,46,"16,478",-,Apartment,1,99 yrs from 29/08/2016,2020,HDB,657977,23,65,West Region,Bukit Batok
YISHUN EMERALD,"780,000","1,216.33",641,10-Sep-20,28 CANBERRA DRIVE #02-19,Resale,Strata,113,"6,903",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,768429,27,76,North Region,Yishun
N.A.,"3,600,000","3,087.12","1,166",10-Sep-20,19C DIX ROAD,Resale,Land,286.8,"12,552",-,Semi-Detached House,1,999 yrs from 01/09/1876,1995,HDB,549706,19,54,North East Region,Hougang
GILSTEAD COURT,"2,388,000","1,388.56","1,720",10-Sep-20,54Q GILSTEAD ROAD,Resale,Strata,129,"18,512",-,Condominium,1,Freehold,1978,Private,309098,11,30,Central Region,Novena
THE HILLIER,"840,000",624.31,"1,345",10-Sep-20,6 HILLVIEW RISE #17-30,Resale,Strata,58,"14,483",-,Apartment,1,99 yrs from 01/08/2011,2016,HDB,667980,23,66,West Region,Bukit Batok
N.A.,"3,050,000","1,714.71","1,779",10-Sep-20,12 HOOT KIAM ROAD,Resale,Land,159.3,"19,146",-,Terrace House,1,Freehold,-,Private,249396,10,24,Central Region,River Valley
HILLVIEW GREEN,"1,453,000","1,453.14","1,000",10-Sep-20,69 HUME AVENUE #08-06,Resale,Strata,135,"10,763",-,Condominium,1,999 yrs from 19/05/1883,1998,Private,598745,21,59,West Region,Bukit Batok
JLB RESIDENCES,"832,000",850.36,978,10-Sep-20,169 JALAN LOYANG BESAR #04-08,Resale,Strata,79,"10,532",-,Apartment,1,946 yrs from 27/11/1937,2008,HDB,509422,17,50,East Region,Pasir Ris
